Avaspec driver test, v1.0
May 27,2005
Spectrometer found.
 - # channels: 1
 - # pixels:   2034
 - # extra_pix:14
 - Channel 0
   - Start: 0
   - Stop:  2034
   - Range: 0-2034
   - Calibration: 335.85, 0.138515, -6.14672e-06, -7.41674e-10, 0, 1.2, -90, 
Take a spectrum!
Done.
Dark pixels: 5583
370, 401, 393, 435, 372, 422, 419, 392, 390, 391, 396, 373, 425, 404, 
483.696, 26, -5
483.817, -23, 4
483.939, 4, 4
484.061, 1, 16
484.183, 16, 15
484.304, -3, 12
484.426, 13, -8
484.547, -5, 18
484.669, 88, -8
484.791, -13, 7
484.912, 15, 9
485.034, -11, 18
485.155, -25, -5
485.277, 11, -13
485.398, 13, 2
485.52, 6, -14
485.641, 26, -3
485.763, -38, 31
485.884, -10, 0
486.006, 29, -27
486.127, -2, 8
486.249, -26, -12
486.37, 25, -11
486.491, 13, -15
486.613, -11, -3
486.734, 64, -14
486.855, 164, -11
486.977, 120, -10
487.098, -9, 21
487.219, -9, 2
487.34, 3, -36
487.461, 14, 8
487.583, 19, -14
487.704, 21, 7
487.825, 27, -40
487.946, 0, 2
488.067, 2, 10
488.188, 7, 5
488.31, -21, 21
488.431, -33, 11
488.552, 29, -20
488.673, -34, 33
488.794, -7, 2
488.915, 22, -23
489.036, -4, -4
489.157, 2, -24
489.278, 36, 18
489.399, 4, -4
489.52, -17, 11
489.64, 24, 15
489.761, -5, -31
489.882, -6, 0
490.003, 7, 3
490.124, -8, 14
490.245, -19, 0
490.365, 4, -17
490.486, 13, 14
490.607, 17, -2
490.728, 0, -14
490.848, 18, -7
490.969, -20, -11
491.09, 3, -14
491.211, -32, 13
491.331, 39, -36
491.452, 11, 1
491.572, 11, 6
491.693, 33, -37
491.814, 23, -31
491.934, 10, -4
492.055, -7, 18
492.175, -8, 10
492.296, 4, 1
492.416, -2, 27
492.537, -2, 8
492.657, 69, 11
492.778, 1121, -97
492.898, 3126, -406
493.019, 2384, -225
493.139, 235, -22
493.259, 31, 0
493.38, -9, 5
493.5, 29, 10
493.62, 2, 1
493.741, 3, 1
493.861, 18, -15
493.981, 29, -23
494.101, -10, 20
494.222, -20, -3
494.342, -9, -4
494.462, -15, 23
494.582, -24, 23
494.702, -5, -12
494.823, 20, -34
494.943, 38, -1
495.063, -14, 8
495.183, -3, 5
495.303, 4, -19
495.423, -10, 37
495.543, 32, -18
495.663, 11, -13
495.783, 9, 2
495.903, 8, 9
496.023, -12, -28
496.143, 2, 30
496.263, 11, 13
496.383, 12, 1
496.503, -9, -3
496.623, 11, -16
496.742, 35, 6
496.862, 10, -33
496.982, 36, -16
497.102, -2, -24
497.222, -18, 6
497.341, -24, -6
497.461, 35, -39
497.581, 31, 25
497.701, -12, -1
497.82, 36, -7
497.94, 16, 4
498.06, 7, -2
498.179, 40, 21
498.299, 7, -13
498.419, 4, 17
498.538, -39, 19
498.658, -4, 21
498.777, 30, -24
498.897, -8, 12
499.016, 27, -34
499.136, -7, -16
499.255, 8, 16
499.375, 5, -29
499.494, -5, 8
499.614, 8, 13
499.733, 3, 5
499.852, 4, -17
